state,date,est_infections,est_population,infection_rate,scaled_ir,severe
Vermont,2020-06-07,0.41537691046996006,623989,6.656798604942716e-07,0.002927480527067693,0
Vermont,2020-06-08,0.3700269783637489,623989,5.930024060740637e-07,0.0026078646752856604,0
Vermont,2020-06-09,0.33425774686317894,623989,5.356789091845833e-07,0.0023557713895257545,0
Vermont,2020-06-10,0.30650306862976895,623989,4.911994740768971e-07,0.0021601628249146372,0
Vermont,2020-06-11,0.278902358680614,623989,4.469667873642228e-07,0.001965639393225094,0
Vermont,2020-06-12,0.251681973875617,623989,4.033436068193783e-07,0.0017737964053478913,0
Vermont,2020-06-13,0.230522024038015,623989,3.694328330115034e-07,0.0016246659639798434,0
Vermont,2020-06-14,0.21105121021647896,623989,3.3822905566681297e-07,0.0014874401632909975,0
Vermont,2020-06-15,0.189166294584633,623989,3.0315645722061284e-07,0.0013332003303741942,0
Vermont,2020-06-16,0.16940961492667,623989,2.714945534723689e-07,0.0011939598132665675,0
Vermont,2020-06-17,0.15481969851313598,623989,2.481128649914277e-07,0.0010911334506819655,0
Vermont,2020-06-18,0.141373702731915,623989,2.265644149687174e-07,0.0009963691766229099,0
Vermont,2020-06-19,0.12895803831727198,623989,2.0666716611554369e-07,0.0009088664401682613,0
Vermont,2020-06-20,0.11745104440406401,623989,1.8822614565972157e-07,0.0008277678036277023,0
Vermont,2020-06-21,0.106177696041297,623989,1.7015956377643996e-07,0.0007483158469861205,0
Vermont,2020-06-22,0.0967609297777526,623989,1.5506832616881482e-07,0.0006819486523604235,0
Vermont,2020-06-23,0.08903048760828099,623989,1.426795786596895e-07,0.0006274662806368942,0
Vermont,2020-06-24,0.0817356883783359,623989,1.3098898919425808e-07,0.000576054219776532,0
Vermont,2020-06-25,0.0743571456517093,623989,1.1916419304139864e-07,0.0005240519540849833,0
Vermont,2020-06-26,0.0671896853297949,623989,1.0767767593626634e-07,0.0004735373484503512,0
Vermont,2020-06-27,0.0608692842334276,623989,9.7548649468865e-08,0.00042899262068122506,0
