state,date,est_new_infections,est_population,daily_infection_rate,severe
California,2020-05-28,5262.817443696479,39512223,1.331946684876849,1
California,2020-05-29,5120.04383094659,39512223,1.2958126478853367,1
California,2020-05-30,4974.08812097143,39512223,1.2588732658679898,1
California,2020-05-31,4845.12953308904,39512223,1.226235621592093,1
California,2020-06-01,4693.91276110955,39512223,1.1879647371674202,1
California,2020-06-02,4489.9889182416,39512223,1.136354418287627,1
California,2020-06-03,4313.49651872346,39512223,1.0916866202955628,1
California,2020-06-04,4175.0107124508,39512223,1.0566377681283081,1
California,2020-06-05,4028.3282793048797,39512223,1.01951446247529,1
California,2020-06-06,3894.0990702015297,39512223,0.9855428964858621,0
California,2020-06-07,3752.31540745201,39512223,0.9496594022189058,0
California,2020-06-08,3610.9859394613204,39512223,0.9138908583962285,0
California,2020-06-09,3533.6555903421004,39512223,0.8943196110079912,0
California,2020-06-10,3440.33073005404,39512223,0.8707003729084137,0
California,2020-06-11,3301.86173646763,39512223,0.8356557758007263,0
California,2020-06-12,3176.51706213102,39512223,0.8039327633201047,0
California,2020-06-13,3073.91739843795,39512223,0.7779662000890079,0
California,2020-06-14,2970.8738446896505,39512223,0.7518872943923328,0
California,2020-06-15,2860.83869385239,39512223,0.724038911668521,0
California,2020-06-16,2751.0149196350103,39512223,0.6962440254589093,0
California,2020-06-17,2640.2486424776603,39512223,0.6682106047229134,0
California,2020-06-18,2543.08489474069,39512223,0.6436197970285523,0
California,2020-06-19,2443.78786777218,39512223,0.6184890857120796,0
California,2020-06-20,2344.3131231560897,39512223,0.593313396504188,0
California,2020-06-21,2254.5335425492103,39512223,0.5705914199130762,0
California,2020-06-22,2154.64926344561,39512223,0.5453120831611044,0
California,2020-06-23,2050.60839216375,39512223,0.5189807701185909,0
California,2020-06-24,1964.19457206935,39512223,0.4971106212043169,0
California,2020-06-25,1893.90134344868,39512223,0.4793203721918355,0
California,2020-06-26,1823.4663065144898,39512223,0.461494233446316,0
California,2020-06-27,1764.33570825258,39512223,0.4465290925930894,0
California,2020-06-28,1709.9335086608999,39512223,0.4327606443861435,0
California,2020-06-29,1640.93814228613,39512223,0.4152988664510549,0
California,2020-06-30,1570.3700549233401,39512223,0.39743905447267297,0
California,2020-07-01,1510.7811950175198,39512223,0.38235793390250905,0
California,2020-07-02,1453.7956654114003,39512223,0.36793568041246383,0
California,2020-07-03,1391.25142306683,39512223,0.3521065932096076,0
California,2020-07-04,1333.1379566545,39512223,0.3373988744329824,0
California,2020-07-05,1281.0535975206801,39512223,0.3242170397551867,0
California,2020-07-06,1230.30426475471,39512223,0.3113730818827151,0
California,2020-07-07,1190.73282412018,39512223,0.30135809471417996,0
California,2020-07-08,1150.15860430305,39512223,0.29108931793158027,0
California,2020-07-09,1097.92304022213,39512223,0.2778692153620742,0
California,2020-07-10,1049.96765792464,39512223,0.265732367911732,0
California,2020-07-11,1014.5613873369199,39512223,0.25677152797424735,0
California,2020-07-12,973.157805940352,39512223,0.2462928511869231,0
California,2020-07-13,924.675850695379,39512223,0.2340227353685919,0
California,2020-07-14,887.500025367156,39512223,0.22461404547325928,0
California,2020-07-15,855.4260371962711,39512223,0.21649656036722384,0
California,2020-07-16,826.618555281885,39512223,0.20920578305145857,0
California,2020-07-17,801.3771052277609,39512223,0.20281751933515887,0
California,2020-07-18,768.9915895451311,39512223,0.19462119090214972,0
California,2020-07-19,737.5187582674921,39512223,0.18665585033458942,0
California,2020-07-20,707.810387742743,39512223,0.17913707050669941,0
