Blank,CountDR,Incident Type DS,County,County Comma,Fiscal Year,URL,State,Country,Number of Records,PlaceHolder,Declaration Date,declarationRequestNumber,Title,declarationType,designatedArea,disasterCloseoutDate,Disaster Number,femaDeclarationString,fipsCountyCode,fipsStateCode,fyDeclared,Hash,Hm Program Declared,Ia Program Declared,Id,Ih Program Declared,Incident Begin Date,Incident End Date,Incident Type,Last Refresh,Pa Program Declared,Place Code,State.Abbr
Disaster Number,1,floods,Santa Barbara County,"Santa Barbara County,",FY 1972,http://www.ready.gov/floods,California,United States,1,1,1/11/1972 5:00,72001,"WINDS, FLOODING, MUDSLIDES",DR,Santa Barbara (County),,316,DR-316-CA,83,6,1972,7a23d35275310fa4588e57db41196574,FALSE,FALSE,5d1bceb1d5b39c032f260b01,FALSE,1/11/1972,1/11/1972,Flood,7/26/2019,TRUE,99083,CA
Disaster Number,1,floods,Mendocino County,"Mendocino County,",FY 1974,http://www.ready.gov/floods,California,United States,1,1,5/7/1974 4:00,74042,SEVERE STORMS & FLOODING,DR,Mendocino (County),,432,DR-432-CA,45,6,1974,d148340e95ffae8e9ac811a537bc0bfc,FALSE,FALSE,5d1bceb2d5b39c032f2611ba,FALSE,5/7/1974,5/7/1974,Flood,7/26/2019,TRUE,99045,CA
Disaster Number,1,floods,Santa Cruz County,"Santa Cruz County,",FY 1980,http://www.ready.gov/floods,California,United States,1,1,2/21/1980 5:00,80019,"SEVERE STORMS, MUDSLIDES & FLOODING",DR,Santa Cruz (County),,615,DR-615-CA,87,6,1980,d935cae4a0c4b4001303bb6eeeaf8b87,FALSE,FALSE,5d1bceb3d5b39c032f261867,FALSE,1/8/1980,1/8/1980,Flood,7/26/2019,TRUE,99087,CA
Disaster Number,1,floods,San Joaquin County,"San Joaquin County,",FY 1981,http://www.ready.gov/floods,California,United States,1,1,10/2/1980 4:00,81001,LEVEE BREAK & FLOODING,DR,San Joaquin (County),,633,DR-633-CA,77,6,1981,ff5aed9e67db04ebc05d625f915f7404,FALSE,FALSE,5d1bceb3d5b39c032f261925,FALSE,10/2/1980,10/2/1980,Flood,7/26/2019,TRUE,99077,CA
Disaster Number,1,floods,San Joaquin County,"San Joaquin County,",FY 1982,http://www.ready.gov/floods,California,United States,1,1,9/24/1982 4:00,82043,LEVEE BREAK,DR,San Joaquin (County),,669,DR-669-CA,77,6,1982,4389e8fd949a30bfb306e22f0e1516d5,FALSE,FALSE,5d1bceb3d5b39c032f2619c1,FALSE,8/23/1982,9/13/1982,Flood,7/26/2019,TRUE,99077,CA
Disaster Number,1,floods,San Joaquin County,"San Joaquin County,",FY 1982,http://www.ready.gov/floods,California,United States,1,1,1/7/1982 5:00,82006,"SEVERE STORMS, FLOOD, MUDSLIDES & HIGH TIDE",DR,San Joaquin (County),4/13/1995,651,DR-651-CA,77,6,1982,e4e17284e7a872509546f147aa9a9673,FALSE,FALSE,5d1bceb3d5b39c032f261984,FALSE,12/19/1981,1/8/1982,Flood,11/13/2019,TRUE,99077,CA
Disaster Number,1,floods,Santa Clara County,"Santa Clara County,",FY 1982,http://www.ready.gov/floods,California,United States,1,1,1/7/1982 5:00,82006,"SEVERE STORMS, FLOOD, MUDSLIDES & HIGH TIDE",DR,Santa Clara (County),4/13/1995,651,DR-651-CA,85,6,1982,bfb9f6191af092317d6af00256d40793,FALSE,FALSE,5d1bceb3d5b39c032f261962,FALSE,12/19/1981,1/8/1982,Flood,11/13/2019,TRUE,99085,CA
Disaster Number,1,floods,Riverside County,"Riverside County,",FY 1983,http://www.ready.gov/floods,California,United States,1,1,9/22/1983 4:00,83056,FLASH FLOODING,DR,Riverside (County),,690,DR-690-CA,65,6,1983,90dd7cc6ef68da118697a49594d93fdd,FALSE,FALSE,5d1bceb4d5b39c032f261acf,FALSE,8/15/1983,8/18/1983,Flood,7/26/2019,TRUE,99065,CA
Disaster Number,1,floods,San Bernardino County,"San Bernardino County,",FY 1983,http://www.ready.gov/floods,California,United States,1,1,9/22/1983 4:00,83056,FLASH FLOODING,DR,San Bernardino (County),,690,DR-690-CA,71,6,1983,872299156058171b5c24298a5b1cc0e5,FALSE,FALSE,5d1bceb4d5b39c032f261ac9,FALSE,8/15/1983,8/18/1983,Flood,7/26/2019,TRUE,99071,CA
Disaster Number,1,floods,Fresno County,"Fresno County,",FY 1986,http://www.ready.gov/floods,California,United States,1,1,2/21/1986 5:00,86003,SEVERE STORMS & FLOODING,DR,Fresno (County),,758,DR-758-CA,19,6,1986,133c86d2ddae39622d45be6b0bc87fc1,FALSE,FALSE,5d1bceb4d5b39c032f261cf2,FALSE,2/12/1986,3/10/1986,Flood,7/26/2019,TRUE,99019,CA
Disaster Number,1,floods,Los Angeles County,"Los Angeles County,",FY 1988,http://www.ready.gov/floods,California,United States,1,1,2/5/1988 5:00,88005,"SEVERE STORMS, HIGH TIDES & FLOODING",DR,Los Angeles (County),,812,DR-812-CA,37,6,1988,c0230ab85ea7600b33f7635a526c7f1d,FALSE,FALSE,5d1bceb4d5b39c032f261ed4,FALSE,1/17/1988,1/22/1988,Flood,7/26/2019,TRUE,99037,CA
Disaster Number,1,floods,Orange County,"Orange County,",FY 1988,http://www.ready.gov/floods,California,United States,1,1,2/5/1988 5:00,88005,"SEVERE STORMS, HIGH TIDES & FLOODING",DR,Orange (County),,812,DR-812-CA,59,6,1988,e4144017ae2991381cf373d4758fa469,FALSE,FALSE,5d1bceb4d5b39c032f261eb2,FALSE,1/17/1988,1/22/1988,Flood,7/26/2019,TRUE,99059,CA
Disaster Number,1,floods,San Diego County,"San Diego County,",FY 1988,http://www.ready.gov/floods,California,United States,1,1,2/5/1988 5:00,88005,"SEVERE STORMS, HIGH TIDES & FLOODING",DR,San Diego (County),,812,DR-812-CA,73,6,1988,e30762644839f93fc5d83fe753e70b91,FALSE,FALSE,5d1bceb4d5b39c032f261ee9,FALSE,1/17/1988,1/22/1988,Flood,7/26/2019,TRUE,99073,CA
Disaster Number,1,floods,Santa Barbara County,"Santa Barbara County,",FY 1988,http://www.ready.gov/floods,California,United States,1,1,2/5/1988 5:00,88005,"SEVERE STORMS, HIGH TIDES & FLOODING",DR,Santa Barbara (County),,812,DR-812-CA,83,6,1988,87c8cff6792fbcbb642c503b337a5936,FALSE,FALSE,5d1bceb4d5b39c032f261f3b,FALSE,1/17/1988,1/22/1988,Flood,7/26/2019,TRUE,99083,CA
Disaster Number,1,floods,Ventura County,"Ventura County,",FY 1988,http://www.ready.gov/floods,California,United States,1,1,2/5/1988 5:00,88005,"SEVERE STORMS, HIGH TIDES & FLOODING",DR,Ventura (County),,812,DR-812-CA,111,6,1988,ae05e21f49c9ef50f8035a98a73f4b46,FALSE,FALSE,5d1bceb4d5b39c032f261f3a,FALSE,1/17/1988,1/22/1988,Flood,7/26/2019,TRUE,99111,CA
Disaster Number,1,,Alameda County,"Alameda County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Alameda (County),,3428,EM-3428-CA,1,6,2020,aae9a52a69f485da969a645d46c4a492,FALSE,FALSE,5e6de939c101911ebd69da5f,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99001,CA
Disaster Number,1,,Alpine County,"Alpine County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Alpine (County),,3428,EM-3428-CA,3,6,2020,26e9dbb92634c8c21fdb18c840b1667f,FALSE,FALSE,5e6de939c101911ebd69da61,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99003,CA
Disaster Number,1,,Amador County,"Amador County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Amador (County),,3428,EM-3428-CA,5,6,2020,6aec7ff934ae65825ad7e236d2e7a108,FALSE,FALSE,5e6de939c101911ebd69da62,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99005,CA
Disaster Number,1,,Butte County,"Butte County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Butte (County),,3428,EM-3428-CA,7,6,2020,2a6e0cedfb1dc62da0fb5558bb39d1d1,FALSE,FALSE,5e6de939c101911ebd69da63,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99007,CA
Disaster Number,1,,Calaveras County,"Calaveras County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Calaveras (County),,3428,EM-3428-CA,9,6,2020,5dd6fa5cf9792cfcc1b4be96002d9d95,FALSE,FALSE,5e6de939c101911ebd69da64,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99009,CA
Disaster Number,1,,Colusa County,"Colusa County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Colusa (County),,3428,EM-3428-CA,11,6,2020,e1f8785ec969b0b80a84d19dff1a00cb,FALSE,FALSE,5e6de939c101911ebd69da65,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99011,CA
Disaster Number,1,,Contra Costa County,"Contra Costa County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Contra Costa (County),,3428,EM-3428-CA,13,6,2020,6dd443443a51cd1d093dfa725937e6e8,FALSE,FALSE,5e6de939c101911ebd69da66,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99013,CA
Disaster Number,1,,Del Norte County,"Del Norte County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Del Norte (County),,3428,EM-3428-CA,15,6,2020,dd2e5ba42c136546f360913bcd0f4961,FALSE,FALSE,5e6de939c101911ebd69da67,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99015,CA
Disaster Number,1,,El Dorado County,"El Dorado County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,El Dorado (County),,3428,EM-3428-CA,17,6,2020,3701e0123cd4bedde7912d065bc09562,FALSE,FALSE,5e6de939c101911ebd69da68,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99017,CA
Disaster Number,1,,Fresno County,"Fresno County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Fresno (County),,3428,EM-3428-CA,19,6,2020,34a96c66b9927db76c2861faac923882,FALSE,FALSE,5e6de939c101911ebd69da69,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99019,CA
Disaster Number,1,,Glenn County,"Glenn County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Glenn (County),,3428,EM-3428-CA,21,6,2020,27260f84ec7829163bb06bd6a948ed8f,FALSE,FALSE,5e6de939c101911ebd69da6a,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99021,CA
Disaster Number,1,,Humboldt County,"Humboldt County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Humboldt (County),,3428,EM-3428-CA,23,6,2020,44ace5c7f33323707ee69618769897c6,FALSE,FALSE,5e6de939c101911ebd69da6b,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99023,CA
Disaster Number,1,,Imperial County,"Imperial County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Imperial (County),,3428,EM-3428-CA,25,6,2020,71244333b9af688bcb25e24a691be96e,FALSE,FALSE,5e6de93ac101911ebd69da6c,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99025,CA
Disaster Number,1,,Inyo County,"Inyo County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Inyo (County),,3428,EM-3428-CA,27,6,2020,69901510439db88695d96d4535332ff2,FALSE,FALSE,5e6de93ac101911ebd69da6d,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99027,CA
Disaster Number,1,,Kern County,"Kern County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Kern (County),,3428,EM-3428-CA,29,6,2020,4687d8366d8ba06ffaaf8757f4d740d6,FALSE,FALSE,5e6de93ac101911ebd69da6e,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99029,CA
Disaster Number,1,,Kings County,"Kings County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Kings (County),,3428,EM-3428-CA,31,6,2020,11f849b73a47fe61c5c3883a3419b269,FALSE,FALSE,5e6de93ac101911ebd69da6f,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99031,CA
Disaster Number,1,,Lake County,"Lake County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Lake (County),,3428,EM-3428-CA,33,6,2020,bff7d0c0d6b418c5bc29cfc5022b613f,FALSE,FALSE,5e6de93ac101911ebd69da70,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99033,CA
Disaster Number,1,,Lassen County,"Lassen County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Lassen (County),,3428,EM-3428-CA,35,6,2020,81e18f0660a25832bc3e57a72087be0a,FALSE,FALSE,5e6de93ac101911ebd69da71,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99035,CA
Disaster Number,1,,Los Angeles County,"Los Angeles County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Los Angeles (County),,3428,EM-3428-CA,37,6,2020,3a1eaee7badba0d4abc59bdc2da6b6e1,FALSE,FALSE,5e6de93ac101911ebd69da72,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99037,CA
Disaster Number,1,,Madera County,"Madera County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Madera (County),,3428,EM-3428-CA,39,6,2020,c9880c84573fee07fca6beef57b98d9e,FALSE,FALSE,5e6de93ac101911ebd69da73,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99039,CA
Disaster Number,1,,Marin County,"Marin County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Marin (County),,3428,EM-3428-CA,41,6,2020,83d0345a3446bd0cf3d885e8158dd86d,FALSE,FALSE,5e6de93ac101911ebd69da74,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99041,CA
Disaster Number,1,,Mariposa County,"Mariposa County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Mariposa (County),,3428,EM-3428-CA,43,6,2020,7f67fcd276e0a07cd992dff6e9e90df3,FALSE,FALSE,5e6de93ac101911ebd69da75,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99043,CA
Disaster Number,1,,Mendocino County,"Mendocino County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Mendocino (County),,3428,EM-3428-CA,45,6,2020,6aceedfe02956ad89814d07f613f6d64,FALSE,FALSE,5e6de93ac101911ebd69da76,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99045,CA
Disaster Number,1,,Merced County,"Merced County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Merced (County),,3428,EM-3428-CA,47,6,2020,2cdd70c781ffb6d12caf7449b6e40440,FALSE,FALSE,5e6de93ac101911ebd69da77,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99047,CA
Disaster Number,1,,Modoc County,"Modoc County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Modoc (County),,3428,EM-3428-CA,49,6,2020,6c96f2c831732acd8170779adc2f7187,FALSE,FALSE,5e6de93ac101911ebd69da78,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99049,CA
Disaster Number,1,,Mono County,"Mono County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Mono (County),,3428,EM-3428-CA,51,6,2020,29c2986419331f0ead52c126f42be0d4,FALSE,FALSE,5e6de93ac101911ebd69da7a,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99051,CA
Disaster Number,1,,Monterey County,"Monterey County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Monterey (County),,3428,EM-3428-CA,53,6,2020,a33a698078b11b57bf946842218c093e,FALSE,FALSE,5e6de93ac101911ebd69da79,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99053,CA
Disaster Number,1,,Napa County,"Napa County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Napa (County),,3428,EM-3428-CA,55,6,2020,49d49f22dad0dac3ff80205049869c61,FALSE,FALSE,5e6de93ac101911ebd69da7b,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99055,CA
Disaster Number,1,,Nevada County,"Nevada County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Nevada (County),,3428,EM-3428-CA,57,6,2020,04472e2fada9f03ae641efc116b3832b,FALSE,FALSE,5e6de93ac101911ebd69da7d,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99057,CA
Disaster Number,1,,Orange County,"Orange County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Orange (County),,3428,EM-3428-CA,59,6,2020,5e5209180e64478b3b95e8c9f6fe9966,FALSE,FALSE,5e6de93ac101911ebd69da7c,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99059,CA
Disaster Number,1,,Placer County,"Placer County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Placer (County),,3428,EM-3428-CA,61,6,2020,a5c26351b59d4ac089418193c3acdeaa,FALSE,FALSE,5e6de93ac101911ebd69da7e,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99061,CA
Disaster Number,1,,Plumas County,"Plumas County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Plumas (County),,3428,EM-3428-CA,63,6,2020,b79bb1aac55a1d121e62134e0a927131,FALSE,FALSE,5e6de93ac101911ebd69da7f,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99063,CA
Disaster Number,1,,Riverside County,"Riverside County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Riverside (County),,3428,EM-3428-CA,65,6,2020,f22bf669ec03f30783dbd95ddb4b5625,FALSE,FALSE,5e6de93ac101911ebd69da80,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99065,CA
Disaster Number,1,,Sacramento County,"Sacramento County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Sacramento (County),,3428,EM-3428-CA,67,6,2020,4def28ea82d70bc018844a3af3699281,FALSE,FALSE,5e6de93ac101911ebd69da81,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99067,CA
Disaster Number,1,,San Benito County,"San Benito County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,San Benito (County),,3428,EM-3428-CA,69,6,2020,f69f1c5480baac6eb1634126dfe2f52c,FALSE,FALSE,5e6de93ac101911ebd69da82,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99069,CA
Disaster Number,1,,San Bernardino County,"San Bernardino County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,San Bernardino (County),,3428,EM-3428-CA,71,6,2020,4b3c8ed30d0a7fb2cfdf56cbd4319e7f,FALSE,FALSE,5e6de93ac101911ebd69da83,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99071,CA
Disaster Number,1,,San Diego County,"San Diego County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,San Diego (County),,3428,EM-3428-CA,73,6,2020,1289fdec00c4714a22cb2f12d2bb2549,FALSE,FALSE,5e6de93ac101911ebd69da84,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99073,CA
Disaster Number,1,,San Francisco County,"San Francisco County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,San Francisco (County),,3428,EM-3428-CA,75,6,2020,08ecfee6bf4b69d8d9a7426b7362e07e,FALSE,FALSE,5e6de93ac101911ebd69da85,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99075,CA
Disaster Number,1,,San Joaquin County,"San Joaquin County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,San Joaquin (County),,3428,EM-3428-CA,77,6,2020,9d10ea325dff568ea38f7ab76e8a20d8,FALSE,FALSE,5e6de93ac101911ebd69da86,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99077,CA
Disaster Number,1,,San Luis Obispo County,"San Luis Obispo County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,San Luis Obispo (County),,3428,EM-3428-CA,79,6,2020,493c19a9bc3a5ce2d15533b0ccfac5e6,FALSE,FALSE,5e6de93ac101911ebd69da87,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99079,CA
Disaster Number,1,,San Mateo County,"San Mateo County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,San Mateo (County),,3428,EM-3428-CA,81,6,2020,751ff0c297298150004b56fb12b45603,FALSE,FALSE,5e6de93ac101911ebd69da88,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99081,CA
Disaster Number,1,,Santa Barbara County,"Santa Barbara County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Santa Barbara (County),,3428,EM-3428-CA,83,6,2020,4d811eb992e7467fd5934a105f0b832e,FALSE,FALSE,5e6de93ac101911ebd69da89,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99083,CA
Disaster Number,1,,Santa Clara County,"Santa Clara County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Santa Clara (County),,3428,EM-3428-CA,85,6,2020,586815fef8e1677d0a1c2b94e731aaed,FALSE,FALSE,5e6de93ac101911ebd69da8a,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99085,CA
Disaster Number,1,,Santa Cruz County,"Santa Cruz County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Santa Cruz (County),,3428,EM-3428-CA,87,6,2020,c9f0060d7ef6a88226642f1eaa6c0f9f,FALSE,FALSE,5e6de93ac101911ebd69da8c,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99087,CA
Disaster Number,1,,Shasta County,"Shasta County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Shasta (County),,3428,EM-3428-CA,89,6,2020,956148dfe83cc74dda60c2a98ea04c3d,FALSE,FALSE,5e6de93ac101911ebd69da8b,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99089,CA
Disaster Number,1,,Sierra County,"Sierra County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Sierra (County),,3428,EM-3428-CA,91,6,2020,516cae996e71e421dcc2d8ca8d4412bd,FALSE,FALSE,5e6de93ac101911ebd69da8d,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99091,CA
Disaster Number,1,,Siskiyou County,"Siskiyou County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Siskiyou (County),,3428,EM-3428-CA,93,6,2020,66545509c9bbde3cc788fd01406bd0db,FALSE,FALSE,5e6de93ac101911ebd69da8e,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99093,CA
Disaster Number,1,,Solano County,"Solano County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Solano (County),,3428,EM-3428-CA,95,6,2020,063884b37f57405b893acc9a5bf44c83,FALSE,FALSE,5e6de93ac101911ebd69da90,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99095,CA
Disaster Number,1,,Sonoma County,"Sonoma County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Sonoma (County),,3428,EM-3428-CA,97,6,2020,c9e92138b4fabca2892d188f6b446a8f,FALSE,FALSE,5e6de93ac101911ebd69da8f,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99097,CA
Disaster Number,1,,Stanislaus County,"Stanislaus County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Stanislaus (County),,3428,EM-3428-CA,99,6,2020,cfee15c88733ad9a24052a2fc8d6d593,FALSE,FALSE,5e6de93ac101911ebd69da92,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99099,CA
Disaster Number,1,,Sutter County,"Sutter County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Sutter (County),,3428,EM-3428-CA,101,6,2020,aaca6b227b4fff62c96aedf333b2d8eb,FALSE,FALSE,5e6de93ac101911ebd69da91,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99101,CA
Disaster Number,1,,Tehama County,"Tehama County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Tehama (County),,3428,EM-3428-CA,103,6,2020,16367dbe683ef199a1709436c997741c,FALSE,FALSE,5e6de93ac101911ebd69da93,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99103,CA
Disaster Number,1,,Trinity County,"Trinity County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Trinity (County),,3428,EM-3428-CA,105,6,2020,fb9c60d4c75f3a8097db356454b265e2,FALSE,FALSE,5e6de93ac101911ebd69da94,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99105,CA
Disaster Number,1,,Tulare County,"Tulare County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Tulare (County),,3428,EM-3428-CA,107,6,2020,8007d35ac79f0286804294f71d59de4a,FALSE,FALSE,5e6de93ac101911ebd69da95,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99107,CA
Disaster Number,1,,Tuolumne County,"Tuolumne County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Tuolumne (County),,3428,EM-3428-CA,109,6,2020,1dd6024ff016eb1d2e60540148b7b76b,FALSE,FALSE,5e6de93ac101911ebd69da96,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99109,CA
Disaster Number,1,,Ventura County,"Ventura County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Ventura (County),,3428,EM-3428-CA,111,6,2020,ffde81f28689bf4f27570617974742e5,FALSE,FALSE,5e6de93ac101911ebd69da97,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99111,CA
Disaster Number,1,,Yolo County,"Yolo County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Yolo (County),,3428,EM-3428-CA,113,6,2020,2ea152607cb2a2f34fa1b19f72802ec6,FALSE,FALSE,5e6de93ac101911ebd69da98,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99113,CA
Disaster Number,1,,Yuba County,"Yuba County,",FY 2020,,California,United States,1,1,3/13/2020 20:00,20015,COVID-19,EM,Yuba (County),,3428,EM-3428-CA,115,6,2020,8a322d9826eac817b8696d149e8ef3f2,FALSE,FALSE,5e6de93ac101911ebd69da99,FALSE,1/20/2020,,Biological,3/15/2020,TRUE,99115,CA
Disaster Number,1,coastal storms,Contra Costa County,"Contra Costa County,",FY 1980,http://www.ready.gov/hurricanes,California,United States,1,1,2/1/1980 5:00,80012,"TORRENTIAL RAIN, HIGH TIDE & WINDS",EM,Contra Costa (County),,3078,EM-3078-CA,13,6,1980,224d78ad6b50555b47dc69b59dfc0f4f,FALSE,FALSE,5d1bcec8d5b39c032f26809a,FALSE,2/1/1980,2/1/1980,Coastal Storm,7/26/2019,TRUE,99013,CA
Disaster Number,1,coastal storms,Sacramento County,"Sacramento County,",FY 1980,http://www.ready.gov/hurricanes,California,United States,1,1,2/1/1980 5:00,80012,"TORRENTIAL RAIN, HIGH TIDE & WINDS",EM,Sacramento (County),,3078,EM-3078-CA,67,6,1980,d72fd21f496149aa7511f86c6bcec9ac,FALSE,FALSE,5d1bcec8d5b39c032f268095,FALSE,2/1/1980,2/1/1980,Coastal Storm,7/26/2019,TRUE,99067,CA
